fund_id,fund_name,fund_nickname,company,rakuten_category,asset_type,region,region_japan_pct,region_us_pct,region_em_pct,is_index,is_leveraged,is_currency_select,has_currency_hedge,is_monthly_payout,payout_type,expense_ratio,aum_oku_yen,operation_years,fund_score_1y,fund_score_3y,fund_score_5y,fund_score_10y,return_6m,return_1y,return_3y,return_5y,return_10y,return_inception,sharpe_1y,sharpe_3y,sharpe_5y,sharpe_10y,stddev_1y,stddev_3y,stddev_5y,stddev_10y,is_nisa_growth_eligible,data_updated_at,philosophy_tags
JP90C0006FS9,日興ﾚｼﾞｪﾝﾄﾞ･ｲｰｸﾞﾙ･ﾌｧﾝﾄﾞ(資産成長ｺｰｽ),,ｱﾑﾝﾃﾞｨ,先進国株式（広域）-為替リスク低減,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,2.032,1204.39,12.0,4,4,4,4,24.81,37.67,21.01,17.16,12.4,11.0,3.07,1.65,1.3,0.88,10.41,11.8,12.63,14.38,True,2026-05-08,medium_risk
JP90C000R8P2,ﾆｭｰﾄﾝ･ﾊﾟﾜｰ･ｲﾉﾍﾞｰｼｮﾝ･ﾌｧﾝﾄﾞ(為替ﾍｯｼﾞあり),電力革命,三井住友DS,先進国株式（広域）-為替リスク低減,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.793,85.06,1.5,5,,,,38.99,72.24,,,,46.33,3.3,,,,16.78,,,,True,2026-05-08,medium_risk
JP90C0001QU3,ニッセイ日本株ファンド,,ﾆｯｾｲ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.88,2325.06,12.0,1,1,3,1,27.72,38.93,22.7,16.26,12.28,7.01,2.39,1.3,1.01,0.74,13.95,16.57,15.97,17.61,True,2026-05-08,high_risk|japan_centric
JP90C000F9L3,Ｓｍａｒｔ-ｉ　Ｊリートインデックス,,りそな,国内REIT,不動産,world,0.06,0.62,0.11,True,False,False,False,False,none,0.187,72.85,7.0,5,5,4,,-4.41,12.08,4.8,2.29,,5.37,1.23,0.5,0.24,,9.11,9.75,11.19,,True,2026-05-08,medium_risk|passive_index
JP90C000GS29,ｸﾞﾛｰﾊﾞﾙ･ｽﾍﾟｰｽ株式ﾌｧﾝﾄﾞ(1年決算型),,ｱﾓｰｳﾞｧAM,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.925,534.34,7.0,4,4,2,,20.52,86.97,39.53,17.0,,17.9,2.03,1.35,0.7,,33.42,27.25,27.39,,True,2026-05-08,very_high_risk
JP90C000FLK9,My SMT ｸﾞﾛｰﾊﾞﾙ株式ｲﾝﾃﾞｯｸｽ(ﾉｰﾛｰﾄﾞ),,三井住友TAM,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.1023,532.61,7.0,3,5,5,,18.63,38.58,25.28,19.9,,16.74,2.79,1.57,1.18,,11.77,14.93,16.39,,True,2026-05-08,high_risk
JP90C000R3Y5,ひふみクロスオーバーpro,,ﾚｵｽ･ｷｬﾋﾟﾀﾙﾜｰｸｽ,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,509.31,1.5,1,,,,23.65,33.53,,,,18.34,2.34,,,,12.47,,,,True,2026-05-08,active_diversified|medium_risk|quality
JP90C0004948,ＳＢＩ・ＵＴＩインドファンド,,SBI,インド株式-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,1.854,595.59,12.0,1,1,1,3,-26.74,-6.59,7.65,7.69,11.74,7.45,-0.34,0.53,0.5,0.68,17.38,15.47,17.39,18.89,True,2026-05-08,em_centric|high_risk|thematic
JP90C000QJL8,日本好配当リバランスオープンII,,SBI岡三,国内株式,バランス,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.913,960.44,1.5,3,,,,30.47,36.51,,,,15.75,2.34,,,,13.43,,,,True,2026-05-08,broad_market|dividend_focused|japan_centric|medium_risk
JP90C000FNW0,深ｾﾝ･ｲﾉﾍﾞｰｼｮﾝ株式ﾌｧﾝﾄﾞ(1年決算型),,ｱﾓｰｳﾞｧAM,中国・香港株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.705,241.88,7.0,5,5,4,,67.99,117.93,21.25,7.67,,11.75,2.8,0.78,0.4,,29.33,30.17,27.86,,True,2026-05-08,very_high_risk
JP90C000RE71,たわらﾉｰﾛｰﾄﾞ ｲﾝﾄﾞ株式Nifty50,,AMOne,インド株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.2805,17.89,1.5,1,,,,-23.08,-6.59,,,,-9.16,-0.35,,,,17.2,,,,True,2026-05-08,medium_risk
JP90C000F9M1,Ｓｍａｒｔ-ｉ　日経２２５インデックス,,りそな,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.187,384.76,7.0,4,4,2,,30.71,63.87,28.69,16.89,,15.7,2.68,1.34,0.91,,18.93,20.18,18.96,,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C000JFM9,ひふみワールド＋,,ﾚｵｽ･ｷｬﾋﾟﾀﾙﾜｰｸｽ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.628,2569.99,7.0,2,2,2,,7.28,32.26,20.26,13.31,,16.22,1.78,1.14,0.76,,16.07,17.28,18.47,,True,2026-05-08,active_diversified|high_risk|quality
JP90C0000P65,三菱ＵＦＪ 日本株オープン「３５」,,三菱UFJｱｾｯﾄ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.65,123.99,12.0,5,4,3,5,74.31,92.93,30.09,18.23,18.53,7.27,3.38,1.27,0.86,0.86,19.98,22.6,22.22,22.76,True,2026-05-08,japan_centric|very_high_risk
JP90C0005X52,ﾋﾟｸﾃ･ｸﾞﾛｰﾊﾞﾙ･ｲﾝｶﾑ株式ﾌｧﾝﾄﾞ(1年決算型),,ﾋﾟｸﾃ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.81,1350.11,12.0,2,2,2,1,28.93,36.86,17.28,16.01,10.92,8.3,2.53,1.18,0.98,0.69,12.48,14.1,16.39,17.13,True,2026-05-08,high_risk
JP90C000DV01,ﾌｨﾃﾞﾘﾃｨ･Jﾘｰﾄ･ｱｸﾃｨﾌﾞ･ﾌｧﾝﾄﾞ(資産成長型),,ﾌｨﾃﾞﾘﾃｨ,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,1.045,95.46,7.0,3,3,5,,-4.33,12.36,5.63,3.72,,5.62,1.24,0.56,0.36,,9.21,10.09,11.46,,True,2026-05-08,medium_risk
JP90C000PSP2,はじめてのNISA･米国株式ｲﾝﾃﾞｯｸｽ(S&amp;P500),Funds-i Basic 米国株式（S&amp;P500）,野村,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.09372,1268.22,1.5,3,,,,17.22,39.8,,,,23.77,2.61,,,,12.95,,,,True,2026-05-08,medium_risk|us_centric
JP90C00091F4,SBI･iｼｪｱｰｽﾞ･全世界債券ｲﾝﾃﾞｯｸｽ･ﾌｧﾝﾄﾞ,サクっと全世界債券,SBI,先進国・新興国債券（広域）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.1158,109.39,12.0,1,1,1,1,3.98,10.41,7.17,5.31,3.9,3.73,1.14,0.86,0.69,0.54,8.44,8.06,7.65,7.41,True,2026-05-08,global_diversified|low_risk
JP90C000G680,Smart-i 8資産ﾊﾞﾗﾝｽ 安定成長型,,りそな,バランス（固定配分・中リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.216,243.71,7.0,4,4,4,,12.56,24.14,14.81,10.43,,9.15,2.86,1.5,1.05,,7.45,9.29,9.71,,True,2026-05-08,broad_market|medium_risk
JP90C0001QY5,DCﾆｯｾｲﾜｰﾙﾄﾞｾﾚｸﾄﾌｧﾝﾄﾞ(債券重視型),,ﾆｯｾｲ,バランス（固定配分・低リスク）-為替ヘッジ無し,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.154,422.36,12.0,4,4,4,5,4.04,10.31,6.7,4.86,4.6,4.0,2.04,1.13,0.84,0.76,4.56,5.6,5.61,6.04,True,2026-05-08,low_risk
JP90C0006LK4,ｅＭＡＸＩＳ 新興国株式インデックス,,三菱UFJｱｾｯﾄ,新興国株式（広域）-為替ヘッジ無し,株式,em,0.0,0.0,1.0,True,False,False,False,False,none,0.66,645.78,12.0,3,3,3,4,35.21,57.51,25.35,13.35,13.08,8.55,2.9,1.4,0.79,0.74,15.95,16.99,17.58,19.02,True,2026-05-08,em_centric|high_risk|passive_index
JP90C000PP96,ｱﾗｲｱﾝｽ･ﾊﾞｰﾝｽﾀｲﾝ･米国割安株投信(年2回決算型),プレミアバリュー,ｱﾗｲｱﾝｽ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.6797,253.73,1.5,2,,,,31.21,31.06,,,,16.21,2.35,,,,11.55,,,,True,2026-05-08,medium_risk|us_centric|value_focused
JP90C0009PE2,２１世紀東京 日本株式ファンド,成長への道,ｶﾚﾗAM,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.6445,24.19,12.0,4,5,4,4,33.96,62.39,35.77,19.52,16.01,13.2,3.33,1.69,1.08,0.9,14.74,19.01,17.82,18.32,True,2026-05-08,high_risk|japan_centric
JP90C000F179,ｅＭＡＸＩＳＪＰＸ日経中小型インデックス,,三菱UFJｱｾｯﾄ,国内株式（中小型）,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.44,20.44,7.0,2,3,4,,35.01,36.82,19.2,12.11,,10.03,2.46,1.19,0.8,,12.88,15.56,15.66,,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C000SBP2,ＤＷＳ　ＡＩニューリーダーズ株式ファンド,,ﾄﾞｲﾁｪ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.592,6.99,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk
JP90C000FFX4,米国株式インデックス・ファンド,,ｽﾃｰﾄｽﾄﾘｰﾄ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,True,False,False,False,False,none,0.495,1990.85,7.0,3,3,5,,16.75,39.24,26.26,20.67,,18.3,2.58,1.5,1.16,,12.96,16.21,17.3,,True,2026-05-08,high_risk|passive_index|us_centric
JP90C000F8F7,つみたて先進国株式,,三菱UFJｱｾｯﾄ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.22,5643.93,7.0,3,5,5,,18.54,38.46,25.16,19.8,,17.4,2.78,1.56,1.17,,11.78,14.94,16.41,,True,2026-05-08,developed_only|high_risk
JP90C000N9T6,iFreeｵｰﾙｶﾝﾄﾘｰ(全世界株式)ESGｲﾝﾃﾞｯｸｽ,未来へつなぐオールカントリー（ミラカン）,大和,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.209,13.59,4.0,4,3,,,17.18,40.05,23.98,,,21.67,2.84,1.48,,,11.94,15.06,,,True,2026-05-08,global_diversified|high_risk|thematic
JP90C0002PZ2,米国NASDAQオープンBコース,,野村,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,True,False,False,False,False,none,1.694,1400.21,12.0,4,3,3,5,13.1,48.1,33.46,21.41,22.87,7.86,2.15,1.33,0.94,1.02,18.82,23.72,23.51,22.75,True,2026-05-08,passive_index|tech_heavy|us_centric|very_high_risk
JP90C0002PX7,ストラテジック・バリュー・オープン,真価論,野村,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.65,48.81,12.0,2,3,4,3,16.65,38.83,26.72,19.34,14.7,8.11,2.3,1.44,1.14,0.81,14.48,17.34,16.6,19.19,True,2026-05-08,active_diversified|high_risk|value_focused
JP90C000FBV7,全世界株式インデックス・ファンド,,ｽﾃｰﾄｽﾄﾘｰﾄ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.528,435.35,7.0,2,3,5,,20.38,40.23,24.84,18.57,,15.83,2.95,1.57,1.15,,11.52,14.66,15.83,,True,2026-05-08,global_diversified|high_risk|passive_index
JP90C000A7W9,インデックスファンドDAX（ドイツ株式）,,ｱﾓｰｳﾞｧAM,先進国株式（その他単一国）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.77,101.66,12.0,2,4,4,3,6.77,18.77,20.92,15.83,12.43,8.88,1.19,1.24,0.87,0.63,14.86,16.07,18.8,22.82,True,2026-05-08,high_risk|passive_index
JP90C0000KS2,新成長株ファンド,グローイング・カバーズ,明治安田ＡＭ,国内株式（中小型）,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.87,293.64,12.0,1,1,1,2,18.38,23.96,6.83,0.38,10.36,7.66,1.43,0.44,0.11,0.56,15.46,18.26,19.96,21.84,True,2026-05-08,active_diversified|growth_focused|high_risk
JP90C000LFT0,SBI･ｺﾑｼﾞｪｽﾄ･ｸｵﾘﾃｨｸﾞﾛｰｽ･日本株式ﾌｧﾝﾄﾞ,,SBI,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.9888,33.2,7.0,2,1,1,,22.26,38.41,15.92,5.93,,5.04,2.02,0.93,0.4,,16.5,17.04,18.29,,True,2026-05-08,high_risk|japan_centric
JP90C000Q1X2,ﾆｯｾｲ･S米国株式500ｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ&lt;購入･換金手数料なし&gt;,,ﾆｯｾｲ,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.05775,474.12,1.5,3,,,,16.52,39.81,,,,24.03,2.59,,,,13.05,,,,True,2026-05-08,medium_risk|us_centric
JP90C000F3F8,DCﾆｯｾｲﾜｰﾙﾄﾞｾﾚｸﾄﾌｧﾝﾄﾞ(安定型),,ﾆｯｾｲ,バランス（固定配分・低リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.154,210.76,7.0,1,1,1,,-1.77,2.35,1.71,1.2,,1.56,0.56,0.4,0.3,,3.14,3.68,3.61,,True,2026-05-08,low_risk
JP90C0004AP1,大和住銀ＤＣ海外株式アクティブファンド,,三井住友DS,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.782,2577.72,12.0,4,3,2,3,25.21,47.51,26.12,15.15,19.11,10.47,2.45,1.37,0.82,0.94,16.19,17.86,19.39,20.81,True,2026-05-08,active_diversified|high_risk
JP90C000CZ57,たわらノーロード　新興国株式,,AMOne,新興国株式（広域）-為替ヘッジ無し,株式,em,0.0,0.0,1.0,False,False,False,False,False,none,0.1859,605.8,12.0,4,4,3,3,36.05,58.37,25.76,13.52,12.92,12.03,2.94,1.42,0.8,0.73,15.94,16.97,17.56,19.17,True,2026-05-08,em_centric|high_risk
JP90C000PSR8,はじめてのNISA･日本株式ｲﾝﾃﾞｯｸｽ(TOPIX),Funds-i Basic 日本株式（TOPIX）,野村,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.143,79.64,1.5,2,,,,27.97,41.75,,,,22.11,2.57,,,,13.74,,,,True,2026-05-08,japan_centric|medium_risk|passive_index
JP90C0001HV0,ＪＰＭアジア株・アクティブ・オープン,,JPﾓﾙｶﾞﾝ,アジア株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.683,509.03,12.0,5,3,2,5,44.16,78.32,23.86,8.96,15.81,9.62,3.01,1.09,0.49,0.77,19.73,21.47,22.05,22.04,True,2026-05-08,active_diversified|very_high_risk
JP90C000RCK3,日経平均高配当利回り株ファンドII,,三菱UFJｱｾｯﾄ,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.693,208.06,1.5,2,,,,36.57,32.41,,,,22.78,1.9,,,,15.05,,,,True,2026-05-08,dividend_focused|japan_centric|medium_risk|passive_index
JP90C0005606,SMTJ-REITインデックス・オープン,,三井住友TAM,国内REIT,不動産,world,0.06,0.62,0.11,True,False,False,False,False,none,0.44,317.02,12.0,3,3,3,3,-4.68,11.81,4.55,2.04,3.65,4.96,1.2,0.47,0.22,0.28,9.13,9.77,11.21,19.85,True,2026-05-08,medium_risk|passive_index|tech_heavy
JP90C000BHG4,米国バイオ＆テクノロジー株オープン,,SBI岡三,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,1.815,139.43,12.0,3,2,2,4,9.32,42.48,23.19,15.13,17.44,13.4,2.21,1.2,0.79,0.88,16.37,18.65,20.14,20.67,True,2026-05-08,high_risk|us_centric
JP90C0000US1,三菱ＵＦＪＮＡＳＤＡＱオープンＢコース,,三菱UFJｱｾｯﾄ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.672,586.75,12.0,4,3,3,5,3.87,47.05,33.97,21.81,23.09,,1.98,1.37,0.94,1.03,20.24,23.22,24.0,22.78,True,2026-05-08,very_high_risk
JP90C0003E16,野村国内株式アクティブオープン,,野村,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.672,897.04,12.0,5,5,5,4,61.82,74.22,31.08,18.22,14.3,4.18,3.27,1.51,1.01,0.79,17.35,18.99,18.1,19.1,True,2026-05-08,active_diversified|high_risk|japan_centric
JP90C000JBW7,Smart-i 先進国株式ESGｲﾝﾃﾞｯｸｽ,,りそな,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.286,93.54,7.0,4,3,4,,17.06,40.1,24.56,19.42,,19.35,2.77,1.49,1.15,,12.26,15.35,16.55,,True,2026-05-08,developed_only|high_risk|thematic
JP90C0000029,アジア未来成長株式ファンド,,ﾍﾞｱﾘﾝｸﾞｽ,アジア株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.76,140.05,12.0,5,4,3,4,78.28,103.1,30.11,11.83,13.89,,3.09,1.25,0.62,0.71,23.81,22.94,21.72,21.3,True,2026-05-08,active_diversified|growth_focused|high_risk
JP90C0009ER8,ｅＭＡＸＩＳ ＮＹダウインデックス,,三菱UFJｱｾｯﾄ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,True,False,False,False,False,none,0.66,827.04,12.0,1,1,3,3,14.37,32.2,19.62,16.81,16.54,15.27,2.24,1.25,1.04,0.89,12.54,15.04,16.04,19.36,True,2026-05-08,high_risk|passive_index
JP90C0003551,フィデリティ・グローバル・ファンド,,ﾌｨﾃﾞﾘﾃｨ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.903,1742.41,12.0,2,2,2,3,-2.3,28.07,19.02,13.89,15.23,,1.61,1.13,0.84,0.86,15.75,16.39,17.13,18.54,True,2026-05-08,global_diversified|high_risk
JP90C00099G5,ﾆｯｾｲJﾘｰﾄｲﾝﾃﾞｯｸｽﾌｧﾝﾄﾞ&lt;購入･換金手数料なし&gt;,,ﾆｯｾｲ,国内REIT,不動産,world,0.06,0.62,0.11,False,False,False,False,False,none,0.275,205.03,12.0,4,4,4,4,-4.53,12.0,4.69,2.2,3.73,6.04,1.22,0.49,0.24,0.28,9.13,9.65,11.06,19.49,True,2026-05-08,medium_risk
JP90C000SRA0,たわらノーロード　読売３３３,,AMOne,国内株式,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.14278,3.59,,,,,,,,,,,,,,,,,,,,True,2026-05-08,medium_risk
JP90C0008VR4,ﾋﾟｸﾃ･ｱｾｯﾄ･ｱﾛｹｰｼｮﾝ･ﾌｧﾝﾄﾞ(1年決算型),ノアリザーブ１年,ﾋﾟｸﾃ,バランス（可変配分）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,1.628,283.7,12.0,3,5,4,5,12.77,21.91,12.3,6.45,5.4,4.09,2.65,1.62,0.91,0.79,7.35,7.12,6.9,6.86,True,2026-05-08,low_risk
JP90C000QRV0,なかの世界成長ファンド,,なかのＡＭ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.5,35.98,1.5,1,,,,10.36,25.09,,,,8.3,1.82,,,,12.42,,,,True,2026-05-08,global_diversified|medium_risk
JP90C000Q7T7,One/ﾌｨﾃﾞﾘﾃｨ･ﾌﾞﾙｰﾁｯﾌﾟ･ｸﾞﾛｰｽ株式ﾌｧﾝﾄﾞ(成長型),,AMOne,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.727,2180.89,1.5,4,,,,17.43,57.07,,,,30.06,2.41,,,,19.26,,,,True,2026-05-08,medium_risk
JP90C000RB17,TracersS&amp;P1000ｲﾝﾃﾞｯｸｽ(米国中小型株式),,ｱﾓｰｳﾞｧAM,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.10725,27.65,1.5,3,,,,36.16,40.95,,,,9.44,2.25,,,,15.55,,,,True,2026-05-08,medium_risk|us_centric
JP90C000RY10,インベスコＱＱＱ　メガ・ファンド,,ｲﾝﾍﾞｽｺ,米国株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.6875,5.01,,,,,,4.55,,,,,33.46,,,,,,,,,True,2026-05-08,medium_risk
JP90C00013U7,りそな・日経２２５オープン,,ｱﾑﾝﾃﾞｨ,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.473,419.08,12.0,4,3,2,3,30.47,63.57,28.28,16.52,15.31,5.4,2.66,1.32,0.89,0.82,18.97,20.2,18.97,19.78,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C0004740,ｲｰｽﾄｽﾌﾟﾘﾝｸﾞ･ｲﾝﾄﾞ･ｲﾝﾌﾗ株式ﾌｧﾝﾄﾞ,,ｲｰｽﾄｽﾌﾟﾘﾝｸﾞ,インド株式-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.9497,645.64,12.0,5,5,5,5,-9.23,5.2,19.13,18.11,14.6,7.35,0.37,1.16,1.03,0.76,15.25,15.92,17.55,20.67,True,2026-05-08,high_risk
JP90C000FCY9,iTrustエコイノベーション,EV/エコ・ロボなど様々な環境テーマが投資対象,ﾋﾟｸﾃ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.99,32.01,7.0,5,3,3,,66.82,82.2,29.87,20.7,,16.63,3.42,1.32,0.9,,17.89,21.27,23.92,,True,2026-05-08,very_high_risk
JP90C000A9Q7,ｅＭＡＸＩＳＪＰＸ日経４００インデックス,,三菱UFJｱｾｯﾄ,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.44,147.3,12.0,1,3,4,2,29.57,41.65,24.37,16.55,13.36,12.35,2.58,1.37,1.02,0.8,13.65,16.75,16.15,17.53,True,2026-05-08,high_risk|japan_centric|passive_index
JP90C000S040,楽天・ターゲットイヤー2060,,楽天,バランス（固定配分・高リスク）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.8375,0.17,,,,,,17.47,,,,,20.25,,,,,,,,,True,2026-05-08,medium_risk
JP90C0001QZ2,DCﾆｯｾｲﾜｰﾙﾄﾞｾﾚｸﾄﾌｧﾝﾄﾞ(標準型),,ﾆｯｾｲ,バランス（固定配分・中リスク）-為替ヘッジ無し,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.154,1129.27,12.0,2,3,4,5,9.72,18.62,11.92,8.75,7.8,5.78,2.66,1.4,1.05,0.86,6.27,8.05,8.15,9.11,True,2026-05-08,medium_risk
JP90C000FLX2,グローバル経済コア,,三井住友TAM,バランス（可変配分）-為替リスク低減,バランス,world,0.06,0.62,0.11,False,False,False,False,False,none,0.605,955.72,7.0,4,5,5,,17.15,29.19,17.67,11.77,,9.35,2.94,1.84,1.2,,8.66,8.89,9.49,,True,2026-05-08,global_diversified|medium_risk
JP90C000DXF9,たわらﾉｰﾛｰﾄﾞ 先進国債券&lt;為替ﾍｯｼﾞあり&gt;,,AMOne,先進国債券（広域・高格付）-為替ヘッジ有り,債券,world,0.06,0.62,0.11,False,False,False,False,False,none,0.22,167.52,7.0,2,2,1,,-3.21,-1.5,-1.97,-4.6,,-2.09,-0.76,-0.51,-0.91,,2.75,4.3,5.21,,True,2026-05-08,developed_only|low_risk
JP90C000Q8R9,iFreeNEXT日経連続増配株指数(資産成長型),,大和,国内株式,株式,japan,1.0,0.0,0.0,True,False,False,False,False,none,0.275,14.26,1.5,1,,,,10.57,11.13,,,,9.12,0.84,,,,12.86,,,,True,2026-05-08,japan_centric|medium_risk|passive_index
JP90C0003643,ﾌｨﾃﾞﾘﾃｨ･日本配当成長株･ﾌｧﾝﾄﾞ(分配重視型),,ﾌｨﾃﾞﾘﾃｨ,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,1.188,1415.33,12.0,3,4,5,1,49.94,52.99,29.88,21.41,12.44,7.89,2.94,1.68,1.38,0.76,14.69,16.25,14.79,17.39,True,2026-05-08,active_diversified|dividend_focused|growth_focused|japan_centric|medium_risk
JP90C000JY51,農林中金&lt;ﾊﾟｰﾄﾅｰｽﾞ&gt;おおぶねｸﾞﾛｰﾊﾞﾙ(長期厳選),,農中ﾊﾞﾘｭｰ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.33,236.45,7.0,1,1,1,,8.39,11.32,9.43,9.3,,13.94,0.97,0.75,0.66,,11.08,12.64,14.81,,True,2026-05-08,active_concentrated|medium_risk
JP90C000QGR1,米国株式これ1本(S&amp;P500･NYﾀﾞｳ･ﾅｽﾀﾞｯｸ100),,三井住友DS,米国株式-為替ヘッジ無し,株式,us,0.0,1.0,0.0,False,False,False,False,False,none,0.83017,11.82,1.5,3,,,,15.79,40.3,,,,20.13,2.54,,,,13.48,,,,True,2026-05-08,medium_risk|us_centric
JP90C000JBV9,Smart-i 国内株式ESGｲﾝﾃﾞｯｸｽ,,りそな,国内株式,株式,japan,1.0,0.0,0.0,False,False,False,False,False,none,0.2365,52.3,7.0,1,3,3,,15.92,38.68,24.54,16.77,,15.42,2.24,1.31,1.0,,14.84,17.72,16.66,,True,2026-05-08,high_risk|japan_centric|thematic
JP90C000CL46,ｸﾞﾛｰﾊﾞﾙ･ｽﾏｰﾄ･ｲﾉﾍﾞｰｼｮﾝ･ｵｰﾌﾟﾝ(年1回決算型),iシフト,三菱UFJｱｾｯﾄ,先進国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,1.98,205.5,12.0,4,4,2,3,32.89,73.91,42.26,15.35,20.74,18.07,2.54,1.53,0.6,0.8,22.61,24.9,32.07,28.94,True,2026-05-08,very_high_risk
JP90C000GC19,THEOｸﾞﾛｰｽ･AIﾌｧﾝﾄﾞ(世界の株式中心),,お金のﾃﾞｻﾞｲﾝ,先進国・新興国株式（広域）-為替ヘッジ無し,株式,world,0.06,0.62,0.11,False,False,False,False,False,none,0.59,148.24,7.0,1,1,4,,17.95,35.32,22.22,16.27,,13.94,2.72,1.47,1.03,,11.15,14.1,15.61,,True,2026-05-08,global_diversified|high_risk
